Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
GE-YT_S1_L007_R1_001 - polya	(1, 0.0008358571178425598)	(2, 0.00170880004637438)	(3, 0.016243585081896026)	(4, 0.020365815577740733)	(5, 0.029971040546259157)	(6, 0.03587338995518836)	(7, 0.039653289890824506)	(8, 0.05052228517744619)	(9, 0.08673800569284311)	(10, 0.10452264884661133)	(15, 0.14873178794287803)	(20, 0.1727080498289517)	(25, 0.1798268138284886)	(30, 0.18234123179322048)	(35, 0.18454469949909622)	(40, 0.2235994814604894)	(45, 0.26751592792777784)	(50, 0.2915224290133366)	(55, 0.3195142283706566)	(60, 0.3560369052883739)	(65, 0.39425468903005717)	(70, 0.4292186207969581)	(75, 0.46302832802502253)	(80, 0.4941912494717412)	(85, 0.609592022419913)	(90, 0.6618641873109585)	(95, 0.6954051650492594)	(100, 0.7346887379350585)	(105, 0.7704434532960414)	(110, 0.8112909062910599)	(115, 0.8591549946684868)	(120, 0.9137475902068127)	(125, 0.9695874100861651)	(130, 1.0366168748768678)	(135, 1.10607973939972)	(140, 1.1228299737107246)
GE-YT_S1_L007_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.987713071532994e-05)	(4, 0.000182576298777897)	(5, 0.00026245342949322696)	(6, 0.000365152597555794)	(7, 0.00047641002962357505)	(8, 0.0005962257256965699)	(9, 0.0007788020244744669)	(10, 0.0012061446738014822)	(15, 0.002165811344252803)	(20, 0.0031323246259082954)	(25, 0.0034432748847644016)	(30, 0.003703446110522905)	(35, 0.006591574936815764)	(40, 0.017252889683577587)	(45, 0.019169370269811824)	(50, 0.022236081538346813)	(55, 0.025838540133608194)	(60, 0.03198223258748443)	(65, 0.04167931625632548)	(70, 0.05355989834836346)	(75, 0.06644522063461353)	(80, 0.08611838737886561)	(85, 0.10779704065500617)	(90, 0.13421411943536682)	(95, 0.1628380892272053)	(100, 0.197657671607885)	(105, 0.23490665986417808)	(110, 0.2547903599029584)	(115, 0.2731598177637496)	(120, 0.323102423192576)	(125, 0.38760491789800594)	(130, 0.43562704888406234)	(135, 0.4932977667095968)	(140, 0.5341497841120849)
GE-YT_S1_L007_R2_001 - illumina_universal_adapter	(1, 0.0001397849787518274)	(2, 0.00017687078944108773)	(3, 0.00033377229620334297)	(4, 0.0004906738029655983)	(5, 0.0006960721390907324)	(6, 0.000978494851262792)	(7, 0.0013008561287925163)	(8, 0.001748738611732045)	(9, 0.0023078785267393546)	(10, 0.00543392709237716)	(15, 0.01403384131574979)	(20, 0.02903419591315507)	(25, 0.04387650790193074)	(30, 0.0622311314384462)	(35, 0.08648867493482452)	(40, 0.10689328797605557)	(45, 0.1335813784499147)	(50, 0.16472946557235757)	(55, 0.2007454932609662)	(60, 0.23786553700624738)	(65, 0.2801496372522746)	(70, 0.32860310474419374)	(75, 0.3882838735090862)	(80, 0.45381621264981026)	(85, 0.5311783548494746)	(90, 0.6195783754121302)	(95, 0.723843135236718)	(100, 0.8500193331183878)	(105, 1.0038889322190625)	(110, 1.1911112272499236)	(115, 1.4199055749615779)	(120, 1.6918740823758014)	(125, 2.0274841231365306)	(130, 2.431269294962794)	(135, 2.93233568318539)	(140, 3.275276162342052)
GE-YT_S1_L007_R2_001 - polya	(1, 0.0015433402756069108)	(2, 0.005183455232491233)	(3, 0.007990565826201399)	(4, 0.010552339518428766)	(5, 0.012814573970473647)	(6, 0.014477729942153553)	(7, 0.015972573388397585)	(8, 0.01779548362150815)	(9, 0.01939302623581475)	(10, 0.025054603150730596)	(15, 0.0342416142848609)	(20, 0.04375383945118934)	(25, 0.05309718154114822)	(30, 0.062427971510566116)	(35, 0.07140387879923447)	(40, 0.08081454589936772)	(45, 0.09010197399782587)	(50, 0.09987094708431071)	(55, 0.10969526361136259)	(60, 0.1222519485598125)	(65, 0.13572208555308551)	(70, 0.14773275325800272)	(75, 0.1598170220333648)	(80, 0.17231722243938025)	(85, 0.18496405443535172)	(90, 0.19678358757748582)	(95, 0.20678933930144824)	(100, 0.21742954366366388)	(105, 0.230302313829373)	(110, 0.24253834915309413)	(115, 0.25274208205104387)	(120, 0.2621881233090654)	(125, 0.27161647748814266)	(130, 0.27994024505961373)	(135, 0.2892305259127403)	(140, 0.2964668234046155)
GE-YT_S1_L007_R2_001 - polyg	(1, 0.45589016529374043)	(2, 0.4778192904297669)	(3, 0.47957088179616736)	(4, 0.4832309660357305)	(5, 0.4859296719520413)	(6, 0.4885171204362843)	(7, 0.490876348547055)	(8, 0.4929160681349643)	(9, 0.49515833330433034)	(10, 0.5013858967454576)	(15, 0.5066788977572156)	(20, 0.5100810929747549)	(25, 0.5131654913222341)	(30, 0.5156719215738944)	(35, 0.517868542668566)	(40, 0.520214648107862)	(45, 0.522827200833187)	(50, 0.5262487947824714)	(55, 0.5328888665486502)	(60, 0.5420462090342291)	(65, 0.5535479453063028)	(70, 0.5811232424820358)	(75, 0.6212894576622394)	(80, 0.6366578176118689)	(85, 0.6431341412600812)	(90, 0.6512895963061164)	(95, 0.6639090418572711)	(100, 0.679650542117528)	(105, 0.7018421206830476)	(110, 0.7281992916153718)	(115, 0.7507354829448347)	(120, 0.7768655746055539)	(125, 0.8083542806354043)	(130, 0.8486785384242376)	(135, 0.8960491002440303)	(140, 0.9311505347859484)
TCR-AL_S4_L001_R1_001 - illumina_universal_adapter	(1, 0.00038458225137526615)	(2, 0.0009229974033006387)	(3, 0.0016537036809136443)	(4, 0.0027854743063894277)	(5, 0.0036535313880650283)	(6, 0.005131426039778551)	(7, 0.006351101179854395)	(8, 0.007598246480742758)	(9, 0.009153057582731335)	(10, 0.015289891508248079)	(15, 0.030423752503081054)	(20, 0.0530360900775142)	(25, 0.08185338757627914)	(30, 0.12206091255434696)	(35, 0.20210456593629736)	(40, 0.28719723487558874)	(45, 0.40667045828139636)	(50, 0.6008724083551483)	(55, 0.8669945358553726)	(60, 1.1807235508501246)	(65, 1.5496027594985224)	(70, 1.9939578831889648)	(75, 2.536488065204053)	(80, 3.163441743041039)	(85, 3.9068205552400754)	(90, 4.7521268497307485)	(95, 5.733354401115332)	(100, 6.825974553401113)	(105, 8.028592921225249)	(110, 9.32792383601237)	(115, 10.780432762715828)	(120, 12.301883002607246)	(125, 13.958211732088136)	(130, 15.67064441920608)	(135, 17.52754487964993)	(140, 18.62196707448501)
TCR-AL_S4_L001_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.2964192975022814e-05)	(4, 3.2964192975022814e-05)	(5, 4.395225730003041e-05)	(6, 4.395225730003041e-05)	(7, 4.944628946253422e-05)	(8, 6.043435378754182e-05)	(9, 6.592838595004563e-05)	(10, 9.669496606006691e-05)	(15, 0.00015932693271261027)	(20, 0.00024173741515016732)	(25, 0.0004560046694878155)	(30, 0.0004966605074903437)	(35, 0.001672383390266157)	(40, 0.006631296820142088)	(45, 0.006735683431229661)	(50, 0.006981816072109831)	(55, 0.007236739164450008)	(60, 0.0074773777731676734)	(65, 0.007966346635630513)	(70, 0.009284914354631425)	(75, 0.01200995430723331)	(80, 0.01874344012559797)	(85, 0.029717219966983066)	(90, 0.04760798630096044)	(95, 0.07215312439016243)	(100, 0.10488327159506258)	(105, 0.15690516333537857)	(110, 0.2404430211726814)	(115, 0.33833348863130913)	(120, 0.47303616919157737)	(125, 0.7004825078806398)	(130, 0.9837493121471732)	(135, 1.3231530382437382)	(140, 1.547449098890821)
TCR-AL_S4_L001_R2_001 - illumina_universal_adapter	(1, 0.00040106434786277756)	(2, 0.0009504675641131577)	(3, 0.0017031499703761787)	(4, 0.0028514026923394734)	(5, 0.0037579179991526004)	(6, 0.0052468007151911305)	(7, 0.006471969887429479)	(8, 0.007741091316967857)	(9, 0.009312384515443944)	(10, 0.01548987427896322)	(15, 0.030685268434016234)	(20, 0.053312989298504386)	(25, 0.08202040615401926)	(30, 0.12217628722975955)	(35, 0.20240893531810009)	(40, 0.2880510074736418)	(45, 0.40777585755249224)	(50, 0.6017657379847714)	(55, 0.8675109748786477)	(60, 1.181250977937725)	(65, 1.5503807144527328)	(70, 1.9952368938763958)	(75, 2.5379176123727363)	(80, 3.16450099244197)	(85, 3.907456764164494)	(90, 4.753747589218687)	(95, 5.736153061098912)	(100, 6.827837030304202)	(105, 8.028977503476623)	(110, 9.328190845975467)	(115, 10.78132059831329)	(120, 12.304983834359765)	(125, 13.964637552105401)	(130, 15.677361422927959)	(135, 17.53182912593025)	(140, 18.623142797367787)
TCR-AL_S4_L001_R2_001 - polyg	(1, 0.04636963145153209)	(2, 0.05228121005838618)	(3, 0.052956976014374144)	(4, 0.05335804036223692)	(5, 0.05365471809901213)	(6, 0.05402831228606239)	(7, 0.05448981098771271)	(8, 0.05499526194666306)	(9, 0.05541280839101335)	(10, 0.05637646163231651)	(15, 0.05718518316663708)	(20, 0.05756427138584983)	(25, 0.05784226941327253)	(30, 0.05805873428047518)	(35, 0.058268606309082815)	(40, 0.05845979862833796)	(45, 0.05863670646397058)	(50, 0.058822404751063206)	(55, 0.05904106723113085)	(60, 0.059241050001846)	(65, 0.059405870966721105)	(70, 0.05960035970527374)	(75, 0.05993989089291648)	(80, 0.06318576509452373)	(85, 0.07019944655317609)	(90, 0.08173911170729906)	(95, 0.10095833501816986)	(100, 0.12596277419615715)	(105, 0.15931814226115026)	(110, 0.21782628837251825)	(115, 0.2996533045944174)	(120, 0.40520574930687286)	(125, 0.5460870184370928)	(130, 0.7872508566294948)	(135, 1.072019729289257)	(140, 1.2705828420936043)
TCR-AL_S4_L002_R1_001 - illumina_universal_adapter	(1, 0.0004480528630689963)	(2, 0.0010641255497888663)	(3, 0.0017418055051807233)	(4, 0.002962749557043738)	(5, 0.0038028486752981062)	(6, 0.005119003960563283)	(7, 0.006272740082965949)	(8, 0.007454479509310426)	(9, 0.008966657922168289)	(10, 0.015152027696835782)	(15, 0.029945613103216372)	(20, 0.052225041719322206)	(25, 0.08091722693810306)	(30, 0.12032683664149431)	(35, 0.19742777331840722)	(40, 0.2795132980969627)	(45, 0.39439965284864165)	(50, 0.5857988748944556)	(55, 0.8474695878518531)	(60, 1.1542558637238254)	(65, 1.5174699171707076)	(70, 1.9523489059333177)	(75, 2.484148449770698)	(80, 3.100748718736831)	(85, 3.834209015316463)	(90, 4.6664112018592405)	(95, 5.630320767765463)	(100, 6.706221146795784)	(105, 7.884718910675957)	(110, 9.16075778284625)	(115, 10.593926553830526)	(120, 12.094912606168927)	(125, 13.734037836720129)	(130, 15.436944512461357)	(135, 17.284106287996288)	(140, 18.37005537261308)
TCR-AL_S4_L002_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.6801982365087362e-05)	(5, 2.2402643153449816e-05)	(6, 2.800330394181227e-05)	(7, 4.480528630689963e-05)	(8, 6.1607268671987e-05)	(9, 7.28085902487119e-05)	(10, 0.00011985414087095651)	(15, 0.00020274392053872085)	(20, 0.0002688317178413978)	(25, 0.00044133207012296143)	(30, 0.00047941656348382604)	(35, 0.001722763258500291)	(40, 0.007078115104332469)	(45, 0.00726741743897912)	(50, 0.007481362681094566)	(55, 0.007669544883583544)	(60, 0.007955178583790029)	(65, 0.008369627482128852)	(70, 0.009636496952456438)	(75, 0.012337135584604812)	(80, 0.01882046051321319)	(85, 0.029561407773134707)	(90, 0.04691785555626996)	(95, 0.07143978875203612)	(100, 0.10434591114798089)	(105, 0.1542903637942819)	(110, 0.23501716826558067)	(115, 0.33084559448661993)	(120, 0.4621956516917692)	(125, 0.6875998457802045)	(130, 0.9668723154632677)	(135, 1.2998248785384694)	(140, 1.5218451533785762)
TCR-AL_S4_L002_R2_001 - illumina_universal_adapter	(1, 0.0004592541846457212)	(2, 0.0011145314968841284)	(3, 0.0018314160777945226)	(4, 0.0030803634335993496)	(5, 0.003976469159737342)	(6, 0.0053094264273676065)	(7, 0.006491165853712085)	(8, 0.007695307923210012)	(9, 0.009235489640009687)	(10, 0.015416378886046491)	(15, 0.03030629565798691)	(20, 0.05291840352492148)	(25, 0.0819544693161078)	(30, 0.12175388501036906)	(35, 0.19933647851508113)	(40, 0.28234499219155873)	(45, 0.39904372077435185)	(50, 0.592610398545262)	(55, 0.8551032885063912)	(60, 1.162311854201806)	(65, 1.5257678561947454)	(70, 1.961533989626232)	(75, 2.495680210333936)	(80, 3.115121134451927)	(85, 3.849402487903133)	(90, 4.682666559731383)	(95, 5.648173434094448)	(100, 6.727719843297992)	(105, 7.914693647215273)	(110, 9.197732225238862)	(115, 10.632826503402176)	(120, 12.134277410586012)	(125, 13.771701160389707)	(130, 15.466149718208353)	(135, 17.30185254177029)	(140, 18.37879240344293)
TCR-AL_S4_L002_R2_001 - polyg	(1, 0.043763563400264216)	(2, 0.049431432118087024)	(3, 0.05001390084007672)	(4, 0.05049555766787589)	(5, 0.050904405905426345)	(6, 0.05126284819588154)	(7, 0.051834115596294514)	(8, 0.05224856449463333)	(9, 0.05265181207139543)	(10, 0.053720418149815)	(15, 0.054668049955205925)	(20, 0.05510714176101352)	(25, 0.055360291628647515)	(30, 0.0555686362099746)	(35, 0.055780341187774696)	(40, 0.05596292272947532)	(45, 0.05613766334607222)	(50, 0.05628552079088499)	(55, 0.056473702993373974)	(60, 0.056638362420551834)	(65, 0.05689487268465883)	(70, 0.05710881792677427)	(75, 0.05749302325685594)	(80, 0.06087246197655384)	(85, 0.06771646945993277)	(90, 0.07929303530947795)	(95, 0.09830839881812617)	(100, 0.12352817434812229)	(105, 0.15694283674365037)	(110, 0.21398332660880656)	(115, 0.29268829253550654)	(120, 0.39531144042498706)	(125, 0.53397484048758)	(130, 0.7735498265027301)	(135, 1.05291526715488)	(140, 1.2477768177000594)
TCR-AL_S4_L003_R1_001 - illumina_universal_adapter	(1, 0.0003162971654425679)	(2, 0.0009201372085601974)	(3, 0.001546980681891832)	(4, 0.0030019476429276443)	(5, 0.0038760779910598318)	(6, 0.00498599349888557)	(7, 0.006090158149157807)	(8, 0.007355346810928079)	(9, 0.008643538902912355)	(10, 0.014696891563727754)	(15, 0.029014226528924426)	(20, 0.051261994060399295)	(25, 0.08023136390040642)	(30, 0.12013081360659798)	(35, 0.1976040662243452)	(40, 0.2786278982956241)	(45, 0.39271456061349225)	(50, 0.5804881109358824)	(55, 0.8396125509245624)	(60, 1.1441825676440307)	(65, 1.5033155706596077)	(70, 1.932850571845147)	(75, 2.466192002385916)	(80, 3.0790183355166465)	(85, 3.8018045155848528)	(90, 4.628086578700399)	(95, 5.588123236966789)	(100, 6.656119593913546)	(105, 7.828483663912752)	(110, 9.093919612557826)	(115, 10.514147943455958)	(120, 12.007249991100547)	(125, 13.622984475387508)	(130, 15.288297102643202)	(135, 17.09078148460803)	(140, 18.148326233037054)
TCR-AL_S4_L003_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.450514532100741e-05)	(4, 3.450514532100741e-05)	(5, 5.750857553501234e-05)	(6, 6.325943308851358e-05)	(7, 6.901029064201481e-05)	(8, 7.476114819551605e-05)	(9, 8.626286330251851e-05)	(10, 9.316389236671999e-05)	(15, 0.0001667748690515358)	(20, 0.00024613670328985283)	(25, 0.000433614659533993)	(30, 0.00048652254902620447)	(35, 0.0016171411440445468)	(40, 0.00633859519546906)	(45, 0.006490417834881493)	(50, 0.006723902651553643)	(55, 0.0068676740903911735)	(60, 0.0071437152529592336)	(65, 0.00768429586298835)	(70, 0.00890807835037341)	(75, 0.011540820938366277)	(80, 0.01784261064549293)	(85, 0.02822980955862686)	(90, 0.045147682309516796)	(95, 0.06990397390582889)	(100, 0.1024825819464134)	(105, 0.15392285259097124)	(110, 0.23447166382833093)	(115, 0.3291296289874506)	(120, 0.459530324013091)	(125, 0.6809843466833165)	(130, 0.955251944781876)	(135, 1.2851211340507067)	(140, 1.5045738582923138)
TCR-AL_S4_L003_R2_001 - illumina_universal_adapter	(1, 0.0003220480229960691)	(2, 0.0009258880661136988)	(3, 0.0015757349696593381)	(4, 0.0030307019306951505)	(5, 0.003956589996808849)	(6, 0.005101010649955595)	(7, 0.00624543130310234)	(8, 0.007539374252640118)	(9, 0.008867822347498904)	(10, 0.015022390101255922)	(15, 0.029486947019822223)	(20, 0.051814076385535424)	(25, 0.08074894108022153)	(30, 0.12074500519331191)	(35, 0.19871053121763887)	(40, 0.28120083196506057)	(45, 0.3966573485521728)	(50, 0.585063493205448)	(55, 0.843459874627855)	(60, 1.146955631156329)	(65, 1.5054548896695104)	(70, 1.9341525659952594)	(75, 2.4636052666583512)	(80, 3.071705545051614)	(85, 3.794531981122695)	(90, 4.616110992930988)	(95, 5.566919825167028)	(100, 6.626462421510139)	(105, 7.792997422293119)	(110, 9.050682365127582)	(115, 10.458779837102359)	(120, 11.931582507754602)	(125, 13.52918223783235)	(130, 15.183610792082288)	(135, 16.969666124188272)	(140, 18.015331901254786)
TCR-AL_S4_L003_R2_001 - polyg	(1, 0.04542602381510625)	(2, 0.05092959449380693)	(3, 0.051642700830441084)	(4, 0.052056762574293175)	(5, 0.05236155802462874)	(6, 0.05281012491380183)	(7, 0.05327594437563543)	(8, 0.053753265552576035)	(9, 0.054173078153981626)	(10, 0.05524503800195426)	(15, 0.05619162915526056)	(20, 0.05676211422456788)	(25, 0.05716122373878087)	(30, 0.05739470855545301)	(35, 0.05759253805529346)	(40, 0.057768514296430595)	(45, 0.05795254173814264)	(50, 0.058088261976405264)	(55, 0.05826998907509591)	(60, 0.05851382543536436)	(65, 0.058797917798507314)	(70, 0.05898539575475146)	(75, 0.05927063828940512)	(80, 0.06234389656599618)	(85, 0.06893667966532999)	(90, 0.08024516595853483)	(95, 0.09848803628975142)	(100, 0.12388727376054498)	(105, 0.15723419637027725)	(110, 0.2147117172745007)	(115, 0.29351111764408533)	(120, 0.3952713918817789)	(125, 0.5318634601495189)	(130, 0.7669067592186678)	(135, 1.042737440400269)	(140, 1.237636303231447)
TCR-AL_S4_L004_R1_001 - illumina_universal_adapter	(1, 0.0004392407660609955)	(2, 0.000897306136381748)	(3, 0.0015687170216464124)	(4, 0.002760941958097686)	(5, 0.0036456983583062624)	(6, 0.0049759703926624205)	(7, 0.006105446648247837)	(8, 0.007178449091053984)	(9, 0.008671867695661369)	(10, 0.014833788156688477)	(15, 0.02950191979589109)	(20, 0.051386149734667194)	(25, 0.08015014504357583)	(30, 0.12057786515182985)	(35, 0.19825696714290825)	(40, 0.2806572798823337)	(45, 0.3964298510534562)	(50, 0.5839668335572414)	(55, 0.8410732785370019)	(60, 1.1440251647309745)	(65, 1.5015545985684517)	(70, 1.9325062638870674)	(75, 2.4563360166760893)	(80, 3.060799079351354)	(85, 3.779401992521612)	(90, 4.597391286341683)	(95, 5.542455443730434)	(100, 6.602280663554751)	(105, 7.7640448803665025)	(110, 9.016528630026874)	(115, 10.422706488652842)	(120, 11.896049280304005)	(125, 13.49469365780258)	(130, 15.145746988533935)	(135, 16.934804748067183)	(140, 17.98598068972095)
TCR-AL_S4_L004_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.50994723463426e-05)	(4, 2.50994723463426e-05)	(5, 2.50994723463426e-05)	(6, 3.7649208519513896e-05)	(7, 4.392407660609955e-05)	(8, 5.01989446926852e-05)	(9, 5.01989446926852e-05)	(10, 7.52984170390278e-05)	(15, 0.00016691149110317828)	(20, 0.00026479943325391443)	(25, 0.0005672480750273428)	(30, 0.0006048972835468567)	(35, 0.001817201797875204)	(40, 0.006967613523344705)	(45, 0.007091855911459101)	(50, 0.00728512184852594)	(55, 0.007426933867282775)	(60, 0.007685458432450104)	(65, 0.008078265174670366)	(70, 0.009177622063440171)	(75, 0.011543247332082961)	(80, 0.017547041117328112)	(85, 0.02807124987214956)	(90, 0.04485652200376618)	(95, 0.06853787416254041)	(100, 0.10064260924074724)	(105, 0.15060938381422875)	(110, 0.23026883417343363)	(115, 0.3238785712627356)	(120, 0.45226237231427796)	(125, 0.6681592486221958)	(130, 0.9379572417938844)	(135, 1.262104377410726)	(140, 1.4753218850456715)
TCR-AL_S4_L004_R2_001 - illumina_universal_adapter	(1, 0.00043296589797440984)	(2, 0.0009286804768146762)	(3, 0.0016063662301659264)	(4, 0.002829965507050128)	(5, 0.0037711957200379756)	(6, 0.005126567226740476)	(7, 0.006268593218499064)	(8, 0.007347870529391796)	(9, 0.008860113738258938)	(10, 0.015131216903992634)	(15, 0.029975044849619648)	(20, 0.05198477215012748)	(25, 0.08079771143011147)	(30, 0.1214613665784211)	(35, 0.1992483963005888)	(40, 0.2819561775762569)	(45, 0.39810649580619195)	(50, 0.586327438931415)	(55, 0.8440011319862029)	(60, 1.1477423965854678)	(65, 1.5062067857678463)	(70, 1.9392969261303705)	(75, 2.4659930386613444)	(80, 3.071969599519094)	(85, 3.7899989897462376)	(90, 4.607825136996057)	(95, 5.552000773063748)	(100, 6.6108006794427165)	(105, 7.769283140245184)	(110, 9.017867686876553)	(115, 10.418994276692818)	(120, 11.88695825142016)	(125, 13.479563695872205)	(130, 15.122986787010271)	(135, 16.89938186274479)	(140, 17.941259704867853)
TCR-AL_S4_L004_R2_001 - polyg	(1, 0.044639411567970314)	(2, 0.049558908147853464)	(3, 0.050111096539473)	(4, 0.05065073519491937)	(5, 0.05094565399498889)	(6, 0.051259397399318174)	(7, 0.05174883711007185)	(8, 0.052175528139959675)	(9, 0.05266496785071336)	(10, 0.05394127601952488)	(15, 0.0548950559686859)	(20, 0.055373200916883726)	(25, 0.05565933490163203)	(30, 0.055862640627637405)	(35, 0.05606218143279083)	(40, 0.056200228530695714)	(45, 0.0563533353120084)	(50, 0.05658676040482939)	(55, 0.05674488708061135)	(60, 0.05693313312320891)	(65, 0.0571514985326221)	(70, 0.05731088018202137)	(75, 0.05762964348081993)	(80, 0.06059891105939226)	(85, 0.06719756233924572)	(90, 0.07864919659726452)	(95, 0.09711738834970343)	(100, 0.12181777908573917)	(105, 0.15506077523485262)	(110, 0.21238169520581254)	(115, 0.2906255353246836)	(120, 0.3929247097402895)	(125, 0.5291069168498406)	(130, 0.761302135525856)	(135, 1.03461530979965)	(140, 1.2264731664678579)
